Image,Mask
22_6.tif,22_6_mask.tif
22_70.tif,22_70_mask.tif
22_71.tif,22_71_mask.tif
22_72.tif,22_72_mask.tif
22_73.tif,22_73_mask.tif
22_74.tif,22_74_mask.tif
22_75.tif,22_75_mask.tif
22_76.tif,22_76_mask.tif
22_77.tif,22_77_mask.tif
22_78.tif,22_78_mask.tif
22_79.tif,22_79_mask.tif
22_7.tif,22_7_mask.tif
22_80.tif,22_80_mask.tif
22_81.tif,22_81_mask.tif
22_82.tif,22_82_mask.tif
22_83.tif,22_83_mask.tif
22_84.tif,22_84_mask.tif
22_85.tif,22_85_mask.tif
22_86.tif,22_86_mask.tif
22_87.tif,22_87_mask.tif
22_88.tif,22_88_mask.tif
22_89.tif,22_89_mask.tif
22_8.tif,22_8_mask.tif
22_90.tif,22_90_mask.tif
22_91.tif,22_91_mask.tif
22_92.tif,22_92_mask.tif
22_93.tif,22_93_mask.tif
22_94.tif,22_94_mask.tif
22_95.tif,22_95_mask.tif
22_96.tif,22_96_mask.tif
22_97.tif,22_97_mask.tif
22_98.tif,22_98_mask.tif
22_99.tif,22_99_mask.tif
22_9.tif,22_9_mask.tif
23_100.tif,23_100_mask.tif
23_101.tif,23_101_mask.tif
23_102.tif,23_102_mask.tif
23_103.tif,23_103_mask.tif
23_104.tif,23_104_mask.tif
23_105.tif,23_105_mask.tif
23_106.tif,23_106_mask.tif
23_107.tif,23_107_mask.tif
23_108.tif,23_108_mask.tif
23_109.tif,23_109_mask.tif
23_10.tif,23_10_mask.tif
23_110.tif,23_110_mask.tif
23_111.tif,23_111_mask.tif
23_112.tif,23_112_mask.tif
23_113.tif,23_113_mask.tif
23_114.tif,23_114_mask.tif
23_115.tif,23_115_mask.tif
23_116.tif,23_116_mask.tif
23_117.tif,23_117_mask.tif
23_118.tif,23_118_mask.tif
23_119.tif,23_119_mask.tif
23_11.tif,23_11_mask.tif
23_120.tif,23_120_mask.tif
23_12.tif,23_12_mask.tif
23_13.tif,23_13_mask.tif
23_14.tif,23_14_mask.tif
23_15.tif,23_15_mask.tif
23_16.tif,23_16_mask.tif
23_17.tif,23_17_mask.tif
23_18.tif,23_18_mask.tif
23_19.tif,23_19_mask.tif
23_1.tif,23_1_mask.tif
23_20.tif,23_20_mask.tif
23_21.tif,23_21_mask.tif
23_22.tif,23_22_mask.tif
23_23.tif,23_23_mask.tif
23_24.tif,23_24_mask.tif
23_25.tif,23_25_mask.tif
23_26.tif,23_26_mask.tif
23_27.tif,23_27_mask.tif
23_28.tif,23_28_mask.tif
23_29.tif,23_29_mask.tif
23_2.tif,23_2_mask.tif
23_30.tif,23_30_mask.tif
23_31.tif,23_31_mask.tif
23_32.tif,23_32_mask.tif
23_33.tif,23_33_mask.tif
23_34.tif,23_34_mask.tif
23_35.tif,23_35_mask.tif
23_36.tif,23_36_mask.tif
23_37.tif,23_37_mask.tif
23_38.tif,23_38_mask.tif
23_39.tif,23_39_mask.tif
23_3.tif,23_3_mask.tif
23_40.tif,23_40_mask.tif
23_41.tif,23_41_mask.tif
23_42.tif,23_42_mask.tif
23_43.tif,23_43_mask.tif
23_44.tif,23_44_mask.tif
23_45.tif,23_45_mask.tif
23_46.tif,23_46_mask.tif
23_47.tif,23_47_mask.tif
23_48.tif,23_48_mask.tif
23_49.tif,23_49_mask.tif
23_4.tif,23_4_mask.tif
23_50.tif,23_50_mask.tif
23_51.tif,23_51_mask.tif
23_52.tif,23_52_mask.tif
23_53.tif,23_53_mask.tif
23_54.tif,23_54_mask.tif
23_55.tif,23_55_mask.tif
23_56.tif,23_56_mask.tif
23_57.tif,23_57_mask.tif
23_58.tif,23_58_mask.tif
23_59.tif,23_59_mask.tif
23_5.tif,23_5_mask.tif
23_60.tif,23_60_mask.tif
23_61.tif,23_61_mask.tif
23_62.tif,23_62_mask.tif
23_63.tif,23_63_mask.tif
23_64.tif,23_64_mask.tif
23_65.tif,23_65_mask.tif
23_66.tif,23_66_mask.tif
23_67.tif,23_67_mask.tif
23_68.tif,23_68_mask.tif
23_69.tif,23_69_mask.tif
23_6.tif,23_6_mask.tif
23_70.tif,23_70_mask.tif
23_71.tif,23_71_mask.tif
23_72.tif,23_72_mask.tif
23_73.tif,23_73_mask.tif
23_74.tif,23_74_mask.tif
23_75.tif,23_75_mask.tif
23_76.tif,23_76_mask.tif
23_77.tif,23_77_mask.tif
23_78.tif,23_78_mask.tif
23_79.tif,23_79_mask.tif
23_7.tif,23_7_mask.tif
23_80.tif,23_80_mask.tif
23_81.tif,23_81_mask.tif
23_82.tif,23_82_mask.tif
23_83.tif,23_83_mask.tif
23_84.tif,23_84_mask.tif
23_85.tif,23_85_mask.tif
23_86.tif,23_86_mask.tif
23_87.tif,23_87_mask.tif
23_88.tif,23_88_mask.tif
23_89.tif,23_89_mask.tif
23_8.tif,23_8_mask.tif
23_90.tif,23_90_mask.tif
23_91.tif,23_91_mask.tif
23_92.tif,23_92_mask.tif
23_93.tif,23_93_mask.tif
23_94.tif,23_94_mask.tif
23_95.tif,23_95_mask.tif
23_96.tif,23_96_mask.tif
23_97.tif,23_97_mask.tif
23_98.tif,23_98_mask.tif
23_99.tif,23_99_mask.tif
23_9.tif,23_9_mask.tif
24_100.tif,24_100_mask.tif
24_101.tif,24_101_mask.tif
24_102.tif,24_102_mask.tif
24_103.tif,24_103_mask.tif
24_104.tif,24_104_mask.tif
24_105.tif,24_105_mask.tif
24_106.tif,24_106_mask.tif
24_107.tif,24_107_mask.tif
24_108.tif,24_108_mask.tif
24_109.tif,24_109_mask.tif
24_10.tif,24_10_mask.tif
24_110.tif,24_110_mask.tif
24_111.tif,24_111_mask.tif
24_112.tif,24_112_mask.tif
24_113.tif,24_113_mask.tif
24_114.tif,24_114_mask.tif
24_115.tif,24_115_mask.tif
24_116.tif,24_116_mask.tif
24_117.tif,24_117_mask.tif
24_118.tif,24_118_mask.tif
24_119.tif,24_119_mask.tif
24_11.tif,24_11_mask.tif
24_120.tif,24_120_mask.tif
24_12.tif,24_12_mask.tif
24_13.tif,24_13_mask.tif
24_14.tif,24_14_mask.tif
24_15.tif,24_15_mask.tif
24_16.tif,24_16_mask.tif
24_17.tif,24_17_mask.tif
24_18.tif,24_18_mask.tif
24_19.tif,24_19_mask.tif
24_1.tif,24_1_mask.tif
24_20.tif,24_20_mask.tif
24_21.tif,24_21_mask.tif
24_22.tif,24_22_mask.tif
24_23.tif,24_23_mask.tif
24_24.tif,24_24_mask.tif
24_25.tif,24_25_mask.tif
24_26.tif,24_26_mask.tif
24_27.tif,24_27_mask.tif
24_28.tif,24_28_mask.tif
24_29.tif,24_29_mask.tif
24_2.tif,24_2_mask.tif
24_30.tif,24_30_mask.tif
24_31.tif,24_31_mask.tif
24_32.tif,24_32_mask.tif
24_33.tif,24_33_mask.tif
24_34.tif,24_34_mask.tif
24_35.tif,24_35_mask.tif
24_36.tif,24_36_mask.tif
24_37.tif,24_37_mask.tif
24_38.tif,24_38_mask.tif
24_39.tif,24_39_mask.tif
24_3.tif,24_3_mask.tif
24_40.tif,24_40_mask.tif
24_41.tif,24_41_mask.tif
24_42.tif,24_42_mask.tif
24_43.tif,24_43_mask.tif
24_44.tif,24_44_mask.tif
24_45.tif,24_45_mask.tif
24_46.tif,24_46_mask.tif
24_47.tif,24_47_mask.tif
24_48.tif,24_48_mask.tif
24_49.tif,24_49_mask.tif
24_4.tif,24_4_mask.tif
24_50.tif,24_50_mask.tif
24_51.tif,24_51_mask.tif
24_52.tif,24_52_mask.tif
24_53.tif,24_53_mask.tif
24_54.tif,24_54_mask.tif
24_55.tif,24_55_mask.tif
24_56.tif,24_56_mask.tif
24_57.tif,24_57_mask.tif
24_58.tif,24_58_mask.tif
24_59.tif,24_59_mask.tif
24_5.tif,24_5_mask.tif
24_60.tif,24_60_mask.tif
24_61.tif,24_61_mask.tif
24_62.tif,24_62_mask.tif
24_63.tif,24_63_mask.tif
24_64.tif,24_64_mask.tif
24_65.tif,24_65_mask.tif
24_66.tif,24_66_mask.tif
24_67.tif,24_67_mask.tif
24_68.tif,24_68_mask.tif
24_69.tif,24_69_mask.tif
24_6.tif,24_6_mask.tif
24_70.tif,24_70_mask.tif
24_71.tif,24_71_mask.tif
24_72.tif,24_72_mask.tif
24_73.tif,24_73_mask.tif
24_74.tif,24_74_mask.tif
24_75.tif,24_75_mask.tif
24_76.tif,24_76_mask.tif
24_77.tif,24_77_mask.tif
24_78.tif,24_78_mask.tif
24_79.tif,24_79_mask.tif
24_7.tif,24_7_mask.tif
24_80.tif,24_80_mask.tif
24_81.tif,24_81_mask.tif
24_82.tif,24_82_mask.tif
24_83.tif,24_83_mask.tif
24_84.tif,24_84_mask.tif
24_85.tif,24_85_mask.tif
24_86.tif,24_86_mask.tif
24_87.tif,24_87_mask.tif
24_88.tif,24_88_mask.tif
24_89.tif,24_89_mask.tif
24_8.tif,24_8_mask.tif
24_90.tif,24_90_mask.tif
24_91.tif,24_91_mask.tif
24_92.tif,24_92_mask.tif
24_93.tif,24_93_mask.tif
24_94.tif,24_94_mask.tif
24_95.tif,24_95_mask.tif
24_96.tif,24_96_mask.tif
24_97.tif,24_97_mask.tif
24_98.tif,24_98_mask.tif
24_99.tif,24_99_mask.tif
24_9.tif,24_9_mask.tif
25_100.tif,25_100_mask.tif
25_101.tif,25_101_mask.tif
25_102.tif,25_102_mask.tif
25_103.tif,25_103_mask.tif
25_104.tif,25_104_mask.tif
25_105.tif,25_105_mask.tif
25_106.tif,25_106_mask.tif
25_107.tif,25_107_mask.tif
25_108.tif,25_108_mask.tif
25_109.tif,25_109_mask.tif
25_10.tif,25_10_mask.tif
25_110.tif,25_110_mask.tif
25_111.tif,25_111_mask.tif
25_112.tif,25_112_mask.tif
25_113.tif,25_113_mask.tif
25_114.tif,25_114_mask.tif
25_115.tif,25_115_mask.tif
25_116.tif,25_116_mask.tif
25_117.tif,25_117_mask.tif
25_118.tif,25_118_mask.tif
25_119.tif,25_119_mask.tif
25_11.tif,25_11_mask.tif
25_120.tif,25_120_mask.tif
25_12.tif,25_12_mask.tif
25_13.tif,25_13_mask.tif
25_14.tif,25_14_mask.tif
25_15.tif,25_15_mask.tif
25_16.tif,25_16_mask.tif
25_17.tif,25_17_mask.tif
25_18.tif,25_18_mask.tif
25_19.tif,25_19_mask.tif
25_1.tif,25_1_mask.tif
25_20.tif,25_20_mask.tif
25_21.tif,25_21_mask.tif
25_22.tif,25_22_mask.tif
25_23.tif,25_23_mask.tif
25_24.tif,25_24_mask.tif
25_25.tif,25_25_mask.tif
25_26.tif,25_26_mask.tif
25_27.tif,25_27_mask.tif
25_28.tif,25_28_mask.tif
25_29.tif,25_29_mask.tif
25_2.tif,25_2_mask.tif
25_30.tif,25_30_mask.tif
25_31.tif,25_31_mask.tif
25_32.tif,25_32_mask.tif
25_33.tif,25_33_mask.tif
25_34.tif,25_34_mask.tif
25_35.tif,25_35_mask.tif
25_36.tif,25_36_mask.tif
25_37.tif,25_37_mask.tif
25_38.tif,25_38_mask.tif
25_39.tif,25_39_mask.tif
25_3.tif,25_3_mask.tif
25_40.tif,25_40_mask.tif
25_41.tif,25_41_mask.tif
25_42.tif,25_42_mask.tif
25_43.tif,25_43_mask.tif
25_44.tif,25_44_mask.tif
25_45.tif,25_45_mask.tif
25_46.tif,25_46_mask.tif
25_47.tif,25_47_mask.tif
25_48.tif,25_48_mask.tif
25_49.tif,25_49_mask.tif
25_4.tif,25_4_mask.tif
25_50.tif,25_50_mask.tif
25_51.tif,25_51_mask.tif
25_52.tif,25_52_mask.tif
25_53.tif,25_53_mask.tif
25_54.tif,25_54_mask.tif
25_55.tif,25_55_mask.tif
25_56.tif,25_56_mask.tif
25_57.tif,25_57_mask.tif
25_58.tif,25_58_mask.tif
25_59.tif,25_59_mask.tif
25_5.tif,25_5_mask.tif
25_60.tif,25_60_mask.tif
25_61.tif,25_61_mask.tif
25_62.tif,25_62_mask.tif
25_63.tif,25_63_mask.tif
25_64.tif,25_64_mask.tif
25_65.tif,25_65_mask.tif
25_66.tif,25_66_mask.tif
25_67.tif,25_67_mask.tif
25_68.tif,25_68_mask.tif
25_69.tif,25_69_mask.tif
25_6.tif,25_6_mask.tif
25_70.tif,25_70_mask.tif
25_71.tif,25_71_mask.tif
25_72.tif,25_72_mask.tif
25_73.tif,25_73_mask.tif
25_74.tif,25_74_mask.tif
25_75.tif,25_75_mask.tif
25_76.tif,25_76_mask.tif
25_77.tif,25_77_mask.tif
25_78.tif,25_78_mask.tif
25_79.tif,25_79_mask.tif
25_7.tif,25_7_mask.tif
25_80.tif,25_80_mask.tif
25_81.tif,25_81_mask.tif
25_82.tif,25_82_mask.tif
25_83.tif,25_83_mask.tif
25_84.tif,25_84_mask.tif
25_85.tif,25_85_mask.tif
25_86.tif,25_86_mask.tif
25_87.tif,25_87_mask.tif
25_88.tif,25_88_mask.tif
25_89.tif,25_89_mask.tif
25_8.tif,25_8_mask.tif
25_90.tif,25_90_mask.tif
25_91.tif,25_91_mask.tif
25_92.tif,25_92_mask.tif
25_93.tif,25_93_mask.tif
25_94.tif,25_94_mask.tif
25_95.tif,25_95_mask.tif
25_96.tif,25_96_mask.tif
25_97.tif,25_97_mask.tif
25_98.tif,25_98_mask.tif
25_99.tif,25_99_mask.tif
25_9.tif,25_9_mask.tif
26_100.tif,26_100_mask.tif
26_101.tif,26_101_mask.tif
26_102.tif,26_102_mask.tif
26_103.tif,26_103_mask.tif
26_104.tif,26_104_mask.tif
26_105.tif,26_105_mask.tif
26_106.tif,26_106_mask.tif
26_107.tif,26_107_mask.tif
26_108.tif,26_108_mask.tif
26_109.tif,26_109_mask.tif
26_10.tif,26_10_mask.tif
26_110.tif,26_110_mask.tif
26_111.tif,26_111_mask.tif
26_112.tif,26_112_mask.tif
26_113.tif,26_113_mask.tif
26_114.tif,26_114_mask.tif
26_115.tif,26_115_mask.tif
26_116.tif,26_116_mask.tif
26_117.tif,26_117_mask.tif
26_118.tif,26_118_mask.tif
26_119.tif,26_119_mask.tif
26_11.tif,26_11_mask.tif
26_120.tif,26_120_mask.tif
26_12.tif,26_12_mask.tif
26_13.tif,26_13_mask.tif
26_14.tif,26_14_mask.tif
26_15.tif,26_15_mask.tif
26_16.tif,26_16_mask.tif
26_17.tif,26_17_mask.tif
26_18.tif,26_18_mask.tif
26_19.tif,26_19_mask.tif
26_1.tif,26_1_mask.tif
26_20.tif,26_20_mask.tif
26_21.tif,26_21_mask.tif
26_22.tif,26_22_mask.tif
26_23.tif,26_23_mask.tif
26_24.tif,26_24_mask.tif
26_25.tif,26_25_mask.tif
26_26.tif,26_26_mask.tif
26_27.tif,26_27_mask.tif
26_28.tif,26_28_mask.tif
26_29.tif,26_29_mask.tif
26_2.tif,26_2_mask.tif
26_30.tif,26_30_mask.tif
26_31.tif,26_31_mask.tif
26_32.tif,26_32_mask.tif
26_33.tif,26_33_mask.tif
26_34.tif,26_34_mask.tif
26_35.tif,26_35_mask.tif
26_36.tif,26_36_mask.tif
26_37.tif,26_37_mask.tif
26_38.tif,26_38_mask.tif
26_39.tif,26_39_mask.tif
26_3.tif,26_3_mask.tif
26_40.tif,26_40_mask.tif
26_41.tif,26_41_mask.tif
26_42.tif,26_42_mask.tif
26_43.tif,26_43_mask.tif
26_44.tif,26_44_mask.tif
26_45.tif,26_45_mask.tif
26_46.tif,26_46_mask.tif
26_47.tif,26_47_mask.tif
26_48.tif,26_48_mask.tif
26_49.tif,26_49_mask.tif
26_4.tif,26_4_mask.tif
26_50.tif,26_50_mask.tif
26_51.tif,26_51_mask.tif
26_52.tif,26_52_mask.tif
26_53.tif,26_53_mask.tif
26_54.tif,26_54_mask.tif
26_55.tif,26_55_mask.tif
26_56.tif,26_56_mask.tif
26_57.tif,26_57_mask.tif
26_58.tif,26_58_mask.tif
26_59.tif,26_59_mask.tif
26_5.tif,26_5_mask.tif
26_60.tif,26_60_mask.tif
26_61.tif,26_61_mask.tif
26_62.tif,26_62_mask.tif
26_63.tif,26_63_mask.tif
26_64.tif,26_64_mask.tif
26_65.tif,26_65_mask.tif
26_66.tif,26_66_mask.tif
26_67.tif,26_67_mask.tif
26_68.tif,26_68_mask.tif
26_69.tif,26_69_mask.tif
26_6.tif,26_6_mask.tif
26_70.tif,26_70_mask.tif
26_71.tif,26_71_mask.tif
26_72.tif,26_72_mask.tif
26_73.tif,26_73_mask.tif
26_74.tif,26_74_mask.tif
26_75.tif,26_75_mask.tif
26_76.tif,26_76_mask.tif
26_77.tif,26_77_mask.tif
26_78.tif,26_78_mask.tif
26_79.tif,26_79_mask.tif
26_7.tif,26_7_mask.tif
26_80.tif,26_80_mask.tif
26_81.tif,26_81_mask.tif
26_82.tif,26_82_mask.tif
26_83.tif,26_83_mask.tif
26_84.tif,26_84_mask.tif
26_85.tif,26_85_mask.tif
26_86.tif,26_86_mask.tif
26_87.tif,26_87_mask.tif
26_88.tif,26_88_mask.tif
26_89.tif,26_89_mask.tif
26_8.tif,26_8_mask.tif
26_90.tif,26_90_mask.tif
26_91.tif,26_91_mask.tif
26_92.tif,26_92_mask.tif
26_93.tif,26_93_mask.tif
26_94.tif,26_94_mask.tif
26_95.tif,26_95_mask.tif
26_96.tif,26_96_mask.tif
26_97.tif,26_97_mask.tif
26_98.tif,26_98_mask.tif
26_99.tif,26_99_mask.tif
26_9.tif,26_9_mask.tif
27_100.tif,27_100_mask.tif
27_101.tif,27_101_mask.tif
27_102.tif,27_102_mask.tif
27_103.tif,27_103_mask.tif
27_104.tif,27_104_mask.tif
27_105.tif,27_105_mask.tif
27_106.tif,27_106_mask.tif
27_107.tif,27_107_mask.tif
27_108.tif,27_108_mask.tif
27_109.tif,27_109_mask.tif
27_10.tif,27_10_mask.tif
27_110.tif,27_110_mask.tif
27_111.tif,27_111_mask.tif
27_112.tif,27_112_mask.tif
27_113.tif,27_113_mask.tif
27_114.tif,27_114_mask.tif
27_115.tif,27_115_mask.tif
27_116.tif,27_116_mask.tif
27_117.tif,27_117_mask.tif
27_118.tif,27_118_mask.tif
27_119.tif,27_119_mask.tif
27_11.tif,27_11_mask.tif
27_120.tif,27_120_mask.tif
27_12.tif,27_12_mask.tif
27_13.tif,27_13_mask.tif
27_14.tif,27_14_mask.tif
27_15.tif,27_15_mask.tif
27_16.tif,27_16_mask.tif
27_17.tif,27_17_mask.tif
27_18.tif,27_18_mask.tif
27_19.tif,27_19_mask.tif
27_1.tif,27_1_mask.tif
27_20.tif,27_20_mask.tif
27_21.tif,27_21_mask.tif
27_22.tif,27_22_mask.tif
27_23.tif,27_23_mask.tif
27_24.tif,27_24_mask.tif
27_25.tif,27_25_mask.tif
27_26.tif,27_26_mask.tif
27_27.tif,27_27_mask.tif
27_28.tif,27_28_mask.tif
27_29.tif,27_29_mask.tif
27_2.tif,27_2_mask.tif
27_30.tif,27_30_mask.tif
27_31.tif,27_31_mask.tif
27_32.tif,27_32_mask.tif
27_33.tif,27_33_mask.tif
27_34.tif,27_34_mask.tif
27_35.tif,27_35_mask.tif
27_36.tif,27_36_mask.tif
27_37.tif,27_37_mask.tif
27_38.tif,27_38_mask.tif
27_39.tif,27_39_mask.tif
27_3.tif,27_3_mask.tif
27_40.tif,27_40_mask.tif
27_41.tif,27_41_mask.tif
27_42.tif,27_42_mask.tif
27_43.tif,27_43_mask.tif
27_44.tif,27_44_mask.tif
27_45.tif,27_45_mask.tif
27_46.tif,27_46_mask.tif
27_47.tif,27_47_mask.tif
27_48.tif,27_48_mask.tif
27_49.tif,27_49_mask.tif
27_4.tif,27_4_mask.tif
27_50.tif,27_50_mask.tif
27_51.tif,27_51_mask.tif
27_52.tif,27_52_mask.tif
27_53.tif,27_53_mask.tif
27_54.tif,27_54_mask.tif
27_55.tif,27_55_mask.tif
27_56.tif,27_56_mask.tif
27_57.tif,27_57_mask.tif
27_58.tif,27_58_mask.tif
27_59.tif,27_59_mask.tif
27_5.tif,27_5_mask.tif
27_60.tif,27_60_mask.tif
27_61.tif,27_61_mask.tif
27_62.tif,27_62_mask.tif
27_63.tif,27_63_mask.tif
27_64.tif,27_64_mask.tif
27_65.tif,27_65_mask.tif
27_66.tif,27_66_mask.tif
27_67.tif,27_67_mask.tif
27_68.tif,27_68_mask.tif
27_69.tif,27_69_mask.tif
27_6.tif,27_6_mask.tif
27_70.tif,27_70_mask.tif
27_71.tif,27_71_mask.tif
27_72.tif,27_72_mask.tif
27_73.tif,27_73_mask.tif
27_74.tif,27_74_mask.tif
27_75.tif,27_75_mask.tif
27_76.tif,27_76_mask.tif
27_77.tif,27_77_mask.tif
27_78.tif,27_78_mask.tif
27_79.tif,27_79_mask.tif
27_7.tif,27_7_mask.tif
27_80.tif,27_80_mask.tif
27_81.tif,27_81_mask.tif
27_82.tif,27_82_mask.tif
27_83.tif,27_83_mask.tif
27_84.tif,27_84_mask.tif
27_85.tif,27_85_mask.tif
27_86.tif,27_86_mask.tif
27_87.tif,27_87_mask.tif
27_88.tif,27_88_mask.tif
27_89.tif,27_89_mask.tif
27_8.tif,27_8_mask.tif
27_90.tif,27_90_mask.tif
27_91.tif,27_91_mask.tif
27_92.tif,27_92_mask.tif
27_93.tif,27_93_mask.tif
27_94.tif,27_94_mask.tif
27_95.tif,27_95_mask.tif
27_96.tif,27_96_mask.tif
27_97.tif,27_97_mask.tif
27_98.tif,27_98_mask.tif
27_99.tif,27_99_mask.tif
27_9.tif,27_9_mask.tif
28_100.tif,28_100_mask.tif
28_101.tif,28_101_mask.tif
28_102.tif,28_102_mask.tif
28_103.tif,28_103_mask.tif
28_104.tif,28_104_mask.tif
28_105.tif,28_105_mask.tif
28_106.tif,28_106_mask.tif
28_107.tif,28_107_mask.tif
28_108.tif,28_108_mask.tif
28_109.tif,28_109_mask.tif
28_10.tif,28_10_mask.tif
28_110.tif,28_110_mask.tif
28_111.tif,28_111_mask.tif
28_112.tif,28_112_mask.tif
28_113.tif,28_113_mask.tif
28_114.tif,28_114_mask.tif
28_115.tif,28_115_mask.tif
28_116.tif,28_116_mask.tif
28_117.tif,28_117_mask.tif
28_118.tif,28_118_mask.tif
28_119.tif,28_119_mask.tif
28_11.tif,28_11_mask.tif
28_120.tif,28_120_mask.tif
28_12.tif,28_12_mask.tif
28_13.tif,28_13_mask.tif
28_14.tif,28_14_mask.tif
28_15.tif,28_15_mask.tif
28_16.tif,28_16_mask.tif
28_17.tif,28_17_mask.tif
28_18.tif,28_18_mask.tif
28_19.tif,28_19_mask.tif
28_1.tif,28_1_mask.tif
28_20.tif,28_20_mask.tif
28_21.tif,28_21_mask.tif
28_22.tif,28_22_mask.tif
28_23.tif,28_23_mask.tif
28_24.tif,28_24_mask.tif
28_25.tif,28_25_mask.tif
28_26.tif,28_26_mask.tif
28_27.tif,28_27_mask.tif
28_28.tif,28_28_mask.tif
28_29.tif,28_29_mask.tif
28_2.tif,28_2_mask.tif
28_30.tif,28_30_mask.tif
28_31.tif,28_31_mask.tif
28_32.tif,28_32_mask.tif
28_33.tif,28_33_mask.tif
28_34.tif,28_34_mask.tif
28_35.tif,28_35_mask.tif
28_36.tif,28_36_mask.tif
28_37.tif,28_37_mask.tif
28_38.tif,28_38_mask.tif
28_39.tif,28_39_mask.tif
28_3.tif,28_3_mask.tif
28_40.tif,28_40_mask.tif
28_41.tif,28_41_mask.tif
28_42.tif,28_42_mask.tif
28_43.tif,28_43_mask.tif
28_44.tif,28_44_mask.tif
28_45.tif,28_45_mask.tif
28_46.tif,28_46_mask.tif
28_47.tif,28_47_mask.tif
28_48.tif,28_48_mask.tif
28_49.tif,28_49_mask.tif
28_4.tif,28_4_mask.tif
28_50.tif,28_50_mask.tif
28_51.tif,28_51_mask.tif
28_52.tif,28_52_mask.tif
28_53.tif,28_53_mask.tif
28_54.tif,28_54_mask.tif
28_55.tif,28_55_mask.tif
28_56.tif,28_56_mask.tif
28_57.tif,28_57_mask.tif
28_58.tif,28_58_mask.tif
28_59.tif,28_59_mask.tif
28_5.tif,28_5_mask.tif
28_60.tif,28_60_mask.tif
28_61.tif,28_61_mask.tif
28_62.tif,28_62_mask.tif
28_63.tif,28_63_mask.tif
28_64.tif,28_64_mask.tif
28_65.tif,28_65_mask.tif
28_66.tif,28_66_mask.tif
28_67.tif,28_67_mask.tif
28_68.tif,28_68_mask.tif
28_69.tif,28_69_mask.tif
28_6.tif,28_6_mask.tif
28_70.tif,28_70_mask.tif
28_71.tif,28_71_mask.tif
28_72.tif,28_72_mask.tif
28_73.tif,28_73_mask.tif
28_74.tif,28_74_mask.tif
28_75.tif,28_75_mask.tif
28_76.tif,28_76_mask.tif
28_77.tif,28_77_mask.tif
28_78.tif,28_78_mask.tif
28_79.tif,28_79_mask.tif
28_7.tif,28_7_mask.tif
28_80.tif,28_80_mask.tif
28_81.tif,28_81_mask.tif
28_82.tif,28_82_mask.tif
28_83.tif,28_83_mask.tif
28_84.tif,28_84_mask.tif
28_85.tif,28_85_mask.tif
28_86.tif,28_86_mask.tif
28_87.tif,28_87_mask.tif
28_88.tif,28_88_mask.tif
28_89.tif,28_89_mask.tif
28_8.tif,28_8_mask.tif
28_90.tif,28_90_mask.tif
28_91.tif,28_91_mask.tif
28_92.tif,28_92_mask.tif
28_93.tif,28_93_mask.tif
28_94.tif,28_94_mask.tif
28_95.tif,28_95_mask.tif
28_96.tif,28_96_mask.tif
28_97.tif,28_97_mask.tif
28_98.tif,28_98_mask.tif
28_99.tif,28_99_mask.tif
28_9.tif,28_9_mask.tif
29_100.tif,29_100_mask.tif
29_101.tif,29_101_mask.tif
29_102.tif,29_102_mask.tif
29_103.tif,29_103_mask.tif
29_104.tif,29_104_mask.tif
29_105.tif,29_105_mask.tif
29_106.tif,29_106_mask.tif
29_107.tif,29_107_mask.tif
29_108.tif,29_108_mask.tif
29_109.tif,29_109_mask.tif
29_10.tif,29_10_mask.tif
29_110.tif,29_110_mask.tif
29_111.tif,29_111_mask.tif
29_112.tif,29_112_mask.tif
29_113.tif,29_113_mask.tif
29_114.tif,29_114_mask.tif
29_115.tif,29_115_mask.tif
29_116.tif,29_116_mask.tif
29_117.tif,29_117_mask.tif
29_118.tif,29_118_mask.tif
29_119.tif,29_119_mask.tif
29_11.tif,29_11_mask.tif
29_120.tif,29_120_mask.tif
29_12.tif,29_12_mask.tif
29_13.tif,29_13_mask.tif
29_14.tif,29_14_mask.tif
29_15.tif,29_15_mask.tif
29_16.tif,29_16_mask.tif
29_17.tif,29_17_mask.tif
29_18.tif,29_18_mask.tif
29_19.tif,29_19_mask.tif
29_1.tif,29_1_mask.tif
29_20.tif,29_20_mask.tif
29_21.tif,29_21_mask.tif
29_22.tif,29_22_mask.tif
29_23.tif,29_23_mask.tif
29_24.tif,29_24_mask.tif
29_25.tif,29_25_mask.tif
29_26.tif,29_26_mask.tif
29_27.tif,29_27_mask.tif
29_28.tif,29_28_mask.tif
29_29.tif,29_29_mask.tif
29_2.tif,29_2_mask.tif
29_30.tif,29_30_mask.tif
29_31.tif,29_31_mask.tif
29_32.tif,29_32_mask.tif
29_33.tif,29_33_mask.tif
29_34.tif,29_34_mask.tif
29_35.tif,29_35_mask.tif
29_36.tif,29_36_mask.tif
29_37.tif,29_37_mask.tif
29_38.tif,29_38_mask.tif
29_39.tif,29_39_mask.tif
29_3.tif,29_3_mask.tif
29_40.tif,29_40_mask.tif
29_41.tif,29_41_mask.tif
29_42.tif,29_42_mask.tif
29_43.tif,29_43_mask.tif
29_44.tif,29_44_mask.tif
29_45.tif,29_45_mask.tif
29_46.tif,29_46_mask.tif
29_47.tif,29_47_mask.tif
29_48.tif,29_48_mask.tif
29_49.tif,29_49_mask.tif
29_4.tif,29_4_mask.tif
29_50.tif,29_50_mask.tif
29_51.tif,29_51_mask.tif
29_52.tif,29_52_mask.tif
29_53.tif,29_53_mask.tif
